Municipality,Year,"A Agriculture, forestry and fishing Stock Of Enterprises (unit)",B Mining and quarrying Stock Of Enterprises (unit),C Manufacturing Stock Of Enterprises (unit),"D Electricity,  gas, steam and air conditioning supply Stock Of Enterprises (unit)","E Water supply: sewerage, waste management and remediation activities Stock Of Enterprises (unit)",F Construction Stock Of Enterprises (unit),G Wholesale and retail trade: repair of motor vehicles and motorcycles Stock Of Enterprises (unit),H Transportation and storage Stock Of Enterprises (unit),I Accommodation and food service activities Stock Of Enterprises (unit),J Information and communication Stock Of Enterprises (unit),K Financial and insurance activities Stock Of Enterprises (unit),L Real estate activities Stock Of Enterprises (unit),"M Professional, scientific and technical activities Stock of Enterprises (unit)",N Administrative and support service activities Stock Of Enterprises (unit),O Public administration and defence: compulsory social security Stock Of Enterprises (unit),P Education Stock Of Enterprises (unit),Q Human health and social work activities Stock Of Enterprises (unit),"R Arts, entertainment and recreation Stock Of Enterprises (unit)",S Other service activities Stock Of Enterprises (unit),T Activities of households as employers: undifferentiated goods- and services-producing activities of households for own use Stock Of Enterprises (unit),U Activities of extraterritorial organisations and bodies Stock Of Enterprises (unit),X Industry unknown Stock Of Enterprises (unit),Region
581,2006.0,34.0,13.0,95.0,2.0,3.0,80.0,94.0,45.0,20.0,6.0,4.0,41.0,40.0,20.0,,2.0,8.0,4.0,26.0,,,,06
581,2007.0,33.0,14.0,102.0,2.0,3.0,91.0,92.0,47.0,22.0,7.0,4.0,42.0,42.0,20.0,,4.0,9.0,5.0,30.0,,,,06
581,2008.0,36.0,14.0,105.0,2.0,3.0,95.0,86.0,48.0,22.0,8.0,4.0,41.0,39.0,20.0,,5.0,6.0,4.0,31.0,,,,06
581,2009.0,36.0,12.0,99.0,2.0,3.0,93.0,86.0,48.0,23.0,7.0,5.0,42.0,41.0,24.0,,5.0,5.0,3.0,33.0,,,,06
581,2010.0,36.0,11.0,105.0,2.0,4.0,100.0,90.0,44.0,20.0,7.0,7.0,42.0,41.0,26.0,,5.0,5.0,3.0,36.0,,,,06
581,2011.0,38.0,10.0,108.0,2.0,4.0,106.0,89.0,48.0,18.0,7.0,7.0,43.0,41.0,26.0,,5.0,6.0,4.0,35.0,,,,06
581,2012.0,40.0,9.0,105.0,2.0,4.0,110.0,89.0,47.0,21.0,7.0,7.0,44.0,40.0,29.0,,5.0,6.0,7.0,37.0,,,,06
599,2005.0,95.0,5.0,91.0,1.0,3.0,88.0,95.0,69.0,9.0,13.0,1.0,25.0,32.0,18.0,,1.0,7.0,2.0,23.0,,,,15
599,2006.0,93.0,2.0,93.0,2.0,3.0,87.0,99.0,61.0,9.0,15.0,1.0,26.0,39.0,17.0,,1.0,7.0,3.0,25.0,,,,15
599,2007.0,90.0,2.0,88.0,2.0,4.0,93.0,97.0,62.0,10.0,14.0,1.0,25.0,36.0,18.0,,1.0,8.0,3.0,22.0,,,,15
599,2008.0,88.0,2.0,92.0,2.0,4.0,101.0,102.0,64.0,11.0,13.0,1.0,27.0,45.0,20.0,,1.0,8.0,3.0,21.0,,,,15
599,2009.0,88.0,1.0,89.0,2.0,4.0,106.0,107.0,64.0,12.0,12.0,1.0,27.0,47.0,23.0,,2.0,8.0,5.0,23.0,,,,15
599,2010.0,88.0,1.0,91.0,2.0,4.0,117.0,113.0,66.0,10.0,12.0,1.0,26.0,50.0,27.0,,2.0,9.0,7.0,22.0,,,,15
599,2011.0,92.0,1.0,97.0,2.0,4.0,120.0,118.0,68.0,12.0,13.0,1.0,26.0,56.0,29.0,,3.0,11.0,7.0,27.0,,,,15
599,2012.0,90.0,1.0,95.0,2.0,4.0,122.0,121.0,67.0,13.0,13.0,1.0,27.0,57.0,34.0,,3.0,8.0,7.0,25.0,,,,15
583,2005.0,4.0,1.0,2.0,,1.0,11.0,10.0,8.0,8.0,1.0,,3.0,2.0,11.0,,,,4.0,5.0,,,,19
583,2006.0,4.0,1.0,2.0,,1.0,11.0,9.0,8.0,7.0,1.0,,3.0,2.0,13.0,,,,4.0,5.0,,,,19
583,2007.0,4.0,1.0,,,1.0,9.0,8.0,9.0,8.0,1.0,,3.0,1.0,13.0,,,,4.0,4.0,,,,19
583,2008.0,4.0,1.0,,,1.0,9.0,7.0,8.0,8.0,2.0,,3.0,2.0,15.0,,,,3.0,4.0,,,,19
583,2009.0,5.0,1.0,,,1.0,9.0,7.0,8.0,9.0,2.0,,5.0,1.0,15.0,,,,3.0,3.0,,,,19
583,2010.0,6.0,1.0,,,1.0,9.0,6.0,7.0,9.0,2.0,,6.0,,15.0,,,,2.0,3.0,,,,19
583,2011.0,5.0,1.0,,,1.0,9.0,6.0,7.0,9.0,2.0,,8.0,,15.0,,,,2.0,4.0,,,,19
583,2012.0,4.0,1.0,,,1.0,11.0,8.0,6.0,9.0,2.0,,7.0,,16.0,,,1.0,2.0,4.0,,,,19
854,2005.0,21.0,3.0,40.0,3.0,5.0,47.0,53.0,37.0,12.0,2.0,1.0,15.0,20.0,18.0,,3.0,5.0,7.0,17.0,,,,19
854,2006.0,23.0,3.0,40.0,3.0,5.0,52.0,54.0,37.0,11.0,2.0,1.0,15.0,20.0,20.0,,3.0,5.0,6.0,17.0,,,,19
854,2007.0,25.0,3.0,37.0,3.0,6.0,56.0,48.0,38.0,12.0,2.0,2.0,15.0,20.0,18.0,,3.0,5.0,6.0,16.0,,,,19
854,2008.0,23.0,3.0,33.0,3.0,6.0,57.0,43.0,39.0,14.0,3.0,1.0,16.0,18.0,18.0,,3.0,7.0,6.0,16.0,,,,19
854,2009.0,23.0,3.0,32.0,3.0,6.0,58.0,44.0,39.0,14.0,3.0,2.0,15.0,18.0,18.0,,2.0,8.0,5.0,17.0,,,,19
854,2010.0,22.0,2.0,28.0,3.0,7.0,57.0,43.0,37.0,15.0,3.0,2.0,16.0,21.0,16.0,,1.0,9.0,5.0,15.0,,,,19
854,2011.0,22.0,2.0,27.0,3.0,7.0,55.0,40.0,37.0,18.0,3.0,2.0,15.0,24.0,21.0,,1.0,9.0,6.0,16.0,,,,19
854,2012.0,21.0,2.0,28.0,3.0,7.0,50.0,43.0,38.0,18.0,3.0,2.0,16.0,22.0,21.0,,1.0,8.0,6.0,17.0,,,,19
584,2005.0,14.0,5.0,31.0,1.0,1.0,36.0,25.0,22.0,3.0,1.0,2.0,5.0,7.0,6.0,1.0,2.0,3.0,1.0,4.0,,,,16
584,2006.0,16.0,4.0,31.0,1.0,2.0,38.0,23.0,22.0,3.0,1.0,2.0,5.0,7.0,6.0,1.0,3.0,3.0,,6.0,,,,16
584,2007.0,16.0,3.0,33.0,1.0,2.0,37.0,24.0,23.0,3.0,1.0,2.0,5.0,8.0,6.0,1.0,4.0,2.0,,6.0,,,,16
584,2008.0,16.0,3.0,33.0,1.0,2.0,40.0,24.0,25.0,4.0,1.0,2.0,6.0,9.0,5.0,1.0,4.0,3.0,,9.0,,,,16
584,2009.0,11.0,2.0,32.0,1.0,2.0,41.0,25.0,24.0,5.0,1.0,2.0,5.0,10.0,5.0,1.0,3.0,5.0,,10.0,,,,16
584,2010.0,12.0,2.0,30.0,1.0,1.0,43.0,24.0,23.0,4.0,1.0,1.0,5.0,11.0,5.0,1.0,3.0,5.0,1.0,10.0,,,,16
584,2011.0,12.0,1.0,30.0,1.0,1.0,46.0,26.0,21.0,4.0,1.0,1.0,6.0,11.0,5.0,1.0,1.0,5.0,1.0,9.0,,,,16
584,2012.0,12.0,1.0,30.0,1.0,1.0,50.0,26.0,21.0,5.0,1.0,1.0,7.0,10.0,4.0,1.0,1.0,5.0,2.0,8.0,,,,16
588,2005.0,20.0,,23.0,1.0,1.0,30.0,19.0,20.0,8.0,1.0,1.0,8.0,12.0,5.0,,,,3.0,7.0,,,,10
588,2006.0,19.0,,25.0,1.0,1.0,30.0,17.0,20.0,8.0,1.0,1.0,9.0,13.0,6.0,,,1.0,2.0,8.0,,,,10
588,2007.0,18.0,,25.0,1.0,1.0,30.0,16.0,20.0,8.0,1.0,1.0,10.0,12.0,9.0,,,1.0,1.0,9.0,,,,10
588,2008.0,18.0,,25.0,1.0,1.0,30.0,18.0,19.0,8.0,2.0,1.0,9.0,14.0,8.0,,,1.0,1.0,8.0,,,,10
588,2009.0,21.0,,26.0,1.0,1.0,32.0,19.0,19.0,10.0,2.0,1.0,8.0,13.0,8.0,,,3.0,2.0,7.0,,,,10
588,2010.0,24.0,,27.0,1.0,1.0,32.0,18.0,18.0,9.0,2.0,2.0,8.0,12.0,6.0,,,3.0,3.0,6.0,,,,10
588,2011.0,22.0,,27.0,1.0,1.0,30.0,19.0,16.0,9.0,3.0,2.0,8.0,13.0,6.0,,,3.0,3.0,6.0,,,,10
588,2012.0,21.0,,27.0,1.0,1.0,30.0,20.0,16.0,10.0,3.0,2.0,8.0,13.0,6.0,,,3.0,4.0,5.0,,,,10
592,2005.0,14.0,2.0,29.0,1.0,1.0,37.0,28.0,22.0,7.0,3.0,1.0,8.0,16.0,9.0,,,2.0,,12.0,,,,13
592,2006.0,16.0,2.0,31.0,1.0,1.0,41.0,29.0,20.0,8.0,3.0,1.0,8.0,18.0,8.0,,,3.0,,11.0,,,,13
592,2007.0,15.0,2.0,30.0,1.0,1.0,47.0,28.0,23.0,6.0,3.0,1.0,10.0,18.0,7.0,,,3.0,1.0,12.0,,,,13
592,2008.0,18.0,2.0,30.0,1.0,,49.0,32.0,22.0,5.0,3.0,2.0,10.0,20.0,7.0,,,5.0,2.0,11.0,,,,13
592,2009.0,19.0,2.0,32.0,1.0,,46.0,25.0,21.0,5.0,3.0,3.0,10.0,17.0,7.0,,,5.0,3.0,12.0,,,,13
592,2010.0,19.0,2.0,30.0,1.0,,46.0,28.0,20.0,7.0,3.0,3.0,11.0,19.0,6.0,,,7.0,3.0,12.0,,,,13
592,2011.0,20.0,2.0,32.0,1.0,,50.0,28.0,20.0,8.0,3.0,4.0,11.0,20.0,7.0,,1.0,8.0,3.0,11.0,,,,13
592,2012.0,26.0,2.0,33.0,1.0,,53.0,29.0,19.0,8.0,3.0,3.0,10.0,24.0,8.0,,1.0,7.0,2.0,11.0,,,,13
593,2005.0,72.0,3.0,111.0,,4.0,148.0,192.0,82.0,54.0,13.0,5.0,74.0,74.0,38.0,,7.0,26.0,15.0,57.0,,,,10
593,2006.0,72.0,3.0,110.0,,4.0,152.0,185.0,81.0,50.0,17.0,4.0,77.0,76.0,40.0,,7.0,30.0,15.0,58.0,,,,10
593,2007.0,73.0,4.0,118.0,,4.0,159.0,194.0,83.0,48.0,15.0,5.0,79.0,83.0,41.0,,6.0,30.0,18.0,60.0,,,,10
593,2008.0,71.0,4.0,127.0,,4.0,167.0,183.0,87.0,58.0,15.0,5.0,81.0,87.0,39.0,,5.0,32.0,18.0,65.0,,,,10
593,2009.0,72.0,4.0,128.0,,2.0,175.0,185.0,85.0,55.0,17.0,4.0,81.0,88.0,38.0,,5.0,33.0,21.0,65.0,,,,10
593,2010.0,76.0,4.0,125.0,,3.0,181.0,180.0,84.0,58.0,16.0,5.0,86.0,93.0,44.0,,7.0,36.0,19.0,68.0,,,,10
593,2011.0,80.0,4.0,129.0,,3.0,180.0,190.0,88.0,58.0,17.0,6.0,89.0,95.0,44.0,,5.0,36.0,21.0,76.0,,,,10
593,2012.0,76.0,4.0,128.0,,3.0,186.0,195.0,89.0,57.0,18.0,4.0,89.0,97.0,47.0,,6.0,39.0,22.0,80.0,,,,10
595,2005.0,36.0,5.0,23.0,2.0,5.0,31.0,39.0,39.0,5.0,1.0,4.0,11.0,26.0,15.0,,,10.0,1.0,12.0,,,,11
595,2006.0,36.0,5.0,23.0,2.0,5.0,32.0,40.0,36.0,7.0,2.0,4.0,11.0,27.0,18.0,,,11.0,2.0,11.0,,,,11
595,2007.0,37.0,5.0,23.0,2.0,6.0,29.0,37.0,34.0,8.0,2.0,4.0,11.0,27.0,18.0,,,10.0,2.0,12.0,,,,11
595,2008.0,36.0,5.0,23.0,1.0,6.0,28.0,34.0,33.0,7.0,1.0,3.0,11.0,26.0,17.0,,,11.0,2.0,13.0,,,,11
595,2009.0,35.0,6.0,23.0,1.0,6.0,29.0,28.0,34.0,7.0,2.0,3.0,11.0,25.0,14.0,,,11.0,2.0,14.0,1.0,,,11
595,2010.0,34.0,6.0,23.0,1.0,6.0,28.0,29.0,34.0,7.0,2.0,4.0,11.0,24.0,12.0,,,13.0,2.0,13.0,1.0,,,11
595,2011.0,33.0,6.0,23.0,1.0,7.0,27.0,34.0,34.0,9.0,2.0,3.0,12.0,23.0,14.0,,,15.0,2.0,13.0,1.0,,,11
595,2012.0,33.0,6.0,24.0,1.0,7.0,24.0,34.0,30.0,10.0,2.0,4.0,13.0,22.0,14.0,,,13.0,4.0,15.0,,,,11
598,2005.0,21.0,,104.0,7.0,6.0,99.0,268.0,49.0,45.0,28.0,14.0,143.0,103.0,36.0,,9.0,24.0,15.0,60.0,,,,15
598,2006.0,21.0,,108.0,8.0,6.0,104.0,281.0,49.0,47.0,33.0,15.0,133.0,111.0,36.0,,9.0,25.0,18.0,64.0,,,,15
598,2007.0,22.0,,110.0,11.0,7.0,113.0,273.0,47.0,41.0,33.0,14.0,137.0,120.0,39.0,,13.0,26.0,19.0,65.0,,,,15
598,2008.0,21.0,,118.0,11.0,7.0,119.0,280.0,48.0,43.0,37.0,13.0,136.0,132.0,47.0,,13.0,27.0,19.0,71.0,,,,15
598,2009.0,23.0,,117.0,11.0,8.0,123.0,276.0,48.0,41.0,36.0,11.0,132.0,131.0,38.0,,14.0,30.0,21.0,72.0,,,,15
598,2010.0,23.0,,122.0,11.0,8.0,130.0,278.0,49.0,48.0,35.0,11.0,133.0,146.0,39.0,,16.0,29.0,20.0,81.0,,,,15
598,2011.0,24.0,,126.0,11.0,8.0,138.0,285.0,50.0,50.0,33.0,11.0,136.0,152.0,42.0,,17.0,34.0,23.0,82.0,,,,15
598,2012.0,24.0,,126.0,11.0,7.0,134.0,290.0,48.0,51.0,35.0,13.0,139.0,155.0,41.0,,18.0,37.0,27.0,89.0,,,,15
601,2005.0,25.0,4.0,23.0,2.0,4.0,44.0,51.0,41.0,9.0,1.0,3.0,12.0,13.0,15.0,,3.0,5.0,4.0,16.0,,,,13
601,2006.0,24.0,4.0,23.0,2.0,4.0,41.0,56.0,38.0,8.0,,3.0,13.0,14.0,21.0,,4.0,5.0,3.0,16.0,,,,13
601,2007.0,27.0,5.0,22.0,2.0,4.0,45.0,56.0,39.0,9.0,,3.0,13.0,14.0,21.0,,4.0,3.0,3.0,14.0,,,,13
601,2008.0,29.0,6.0,24.0,2.0,4.0,42.0,51.0,40.0,10.0,1.0,3.0,10.0,16.0,23.0,,3.0,3.0,4.0,15.0,,,,13
601,2009.0,33.0,6.0,24.0,2.0,4.0,44.0,53.0,39.0,10.0,2.0,3.0,11.0,13.0,23.0,,3.0,3.0,4.0,17.0,,,,13
601,2010.0,36.0,6.0,26.0,2.0,4.0,43.0,53.0,36.0,10.0,2.0,3.0,11.0,13.0,22.0,,4.0,3.0,4.0,17.0,,,,13
601,2011.0,40.0,6.0,24.0,2.0,4.0,41.0,45.0,40.0,10.0,2.0,3.0,10.0,14.0,22.0,,4.0,4.0,5.0,17.0,,,,13
601,2012.0,32.0,6.0,22.0,2.0,4.0,41.0,46.0,40.0,8.0,3.0,3.0,10.0,15.0,22.0,,4.0,5.0,5.0,16.0,,,,13
604,2005.0,7.0,,117.0,1.0,6.0,138.0,163.0,57.0,28.0,23.0,7.0,74.0,109.0,33.0,,6.0,14.0,12.0,36.0,,,,06
604,2006.0,6.0,,116.0,1.0,7.0,151.0,170.0,57.0,29.0,25.0,6.0,70.0,117.0,37.0,,6.0,15.0,13.0,40.0,,,,06
604,2007.0,7.0,,120.0,,8.0,176.0,175.0,57.0,32.0,21.0,7.0,75.0,124.0,41.0,,6.0,16.0,13.0,44.0,,,,06
604,2008.0,9.0,,117.0,,9.0,178.0,174.0,59.0,40.0,24.0,8.0,74.0,127.0,45.0,,8.0,14.0,19.0,37.0,,,,06
604,2009.0,8.0,1.0,120.0,,9.0,182.0,190.0,56.0,38.0,24.0,6.0,75.0,137.0,47.0,,10.0,15.0,23.0,42.0,,,,06
604,2010.0,8.0,1.0,122.0,,9.0,181.0,196.0,63.0,35.0,29.0,6.0,79.0,147.0,46.0,,12.0,16.0,24.0,43.0,,,,06
604,2011.0,10.0,,129.0,,8.0,190.0,208.0,65.0,35.0,34.0,6.0,84.0,155.0,52.0,1.0,12.0,18.0,26.0,46.0,,,,06
604,2012.0,12.0,,125.0,,8.0,198.0,214.0,68.0,36.0,37.0,6.0,85.0,159.0,55.0,1.0,12.0,20.0,28.0,52.0,,,,06
607,2005.0,39.0,1.0,34.0,,5.0,34.0,45.0,24.0,9.0,2.0,2.0,7.0,17.0,11.0,,,7.0,,12.0,,,,12
607,2006.0,35.0,1.0,33.0,,5.0,35.0,42.0,21.0,10.0,3.0,2.0,8.0,18.0,11.0,,,9.0,,10.0,,,,12
607,2007.0,35.0,1.0,35.0,,5.0,39.0,42.0,20.0,9.0,3.0,2.0,8.0,18.0,13.0,,1.0,10.0,,11.0,,,,12
607,2008.0,33.0,1.0,36.0,,5.0,45.0,45.0,20.0,10.0,4.0,2.0,8.0,16.0,13.0,,1.0,11.0,,11.0,,,,12
607,2009.0,35.0,1.0,32.0,,5.0,45.0,42.0,18.0,8.0,5.0,3.0,9.0,15.0,17.0,,1.0,11.0,,10.0,,,,12
607,2010.0,33.0,1.0,32.0,,5.0,47.0,41.0,17.0,8.0,4.0,2.0,9.0,16.0,14.0,,,10.0,,11.0,,,,12
607,2011.0,33.0,2.0,31.0,,4.0,50.0,42.0,17.0,8.0,4.0,2.0,8.0,15.0,14.0,,,9.0,,13.0,,,,12
607,2012.0,33.0,2.0,31.0,,4.0,49.0,41.0,16.0,7.0,5.0,1.0,7.0,16.0,17.0,,,9.0,,13.0,,,,12
608,2005.0,8.0,,23.0,1.0,2.0,25.0,18.0,14.0,6.0,3.0,2.0,7.0,7.0,5.0,,1.0,2.0,,4.0,,,,04
608,2006.0,11.0,,22.0,1.0,3.0,27.0,18.0,15.0,4.0,3.0,2.0,8.0,6.0,6.0,,1.0,3.0,,6.0,,,,04
608,2007.0,11.0,,24.0,1.0,3.0,29.0,18.0,14.0,4.0,4.0,2.0,8.0,6.0,8.0,,1.0,2.0,,7.0,,,,04
608,2008.0,11.0,,26.0,1.0,2.0,30.0,20.0,15.0,4.0,3.0,2.0,9.0,6.0,9.0,,1.0,2.0,,6.0,,,,04
608,2009.0,10.0,,25.0,1.0,2.0,26.0,16.0,14.0,4.0,4.0,2.0,9.0,6.0,9.0,,1.0,2.0,,5.0,,,,04
608,2010.0,9.0,,27.0,1.0,3.0,27.0,19.0,15.0,5.0,3.0,2.0,7.0,6.0,7.0,,1.0,3.0,,7.0,,,,04
608,2011.0,11.0,,28.0,1.0,3.0,25.0,22.0,14.0,5.0,3.0,2.0,7.0,7.0,7.0,,1.0,3.0,,7.0,,,,04
608,2012.0,12.0,,28.0,1.0,3.0,26.0,23.0,13.0,6.0,3.0,2.0,7.0,7.0,9.0,,1.0,3.0,,6.0,,,,04
609,2005.0,66.0,4.0,432.0,10.0,20.0,636.0,963.0,317.0,201.0,112.0,41.0,342.0,446.0,166.0,1.0,48.0,88.0,51.0,339.0,,,,04
609,2006.0,72.0,4.0,439.0,12.0,18.0,674.0,972.0,319.0,201.0,126.0,42.0,355.0,468.0,177.0,1.0,51.0,94.0,62.0,353.0,,,,04
609,2007.0,76.0,5.0,437.0,12.0,21.0,725.0,953.0,328.0,194.0,127.0,41.0,350.0,484.0,185.0,1.0,53.0,97.0,68.0,381.0,,,,04
609,2008.0,84.0,5.0,449.0,13.0,23.0,763.0,942.0,327.0,191.0,135.0,41.0,359.0,498.0,189.0,1.0,53.0,107.0,69.0,387.0,,,,04
609,2009.0,85.0,6.0,449.0,11.0,24.0,746.0,926.0,333.0,196.0,133.0,37.0,368.0,505.0,199.0,1.0,54.0,105.0,70.0,399.0,,,,04
609,2010.0,90.0,6.0,453.0,12.0,25.0,772.0,915.0,329.0,198.0,144.0,40.0,374.0,533.0,211.0,1.0,56.0,105.0,79.0,415.0,,,,04
609,2011.0,100.0,6.0,453.0,13.0,25.0,805.0,924.0,327.0,209.0,144.0,44.0,389.0,561.0,223.0,1.0,54.0,104.0,83.0,432.0,,,,04
609,2012.0,100.0,7.0,450.0,13.0,19.0,803.0,939.0,324.0,213.0,150.0,46.0,399.0,561.0,229.0,1.0,63.0,101.0,92.0,442.0,,,,04
611,2005.0,12.0,,18.0,,1.0,93.0,31.0,36.0,6.0,5.0,2.0,7.0,35.0,22.0,,1.0,5.0,6.0,8.0,,,,01
611,2006.0,16.0,,18.0,,1.0,94.0,41.0,36.0,5.0,5.0,2.0,7.0,41.0,24.0,,1.0,6.0,7.0,10.0,,,,01
611,2007.0,16.0,,18.0,,1.0,102.0,42.0,37.0,6.0,7.0,1.0,10.0,41.0,27.0,,1.0,9.0,9.0,11.0,,,,01
611,2008.0,18.0,,18.0,,1.0,103.0,51.0,36.0,8.0,6.0,1.0,11.0,39.0,29.0,,1.0,7.0,10.0,9.0,,,,01
611,2009.0,16.0,,18.0,1.0,1.0,112.0,51.0,37.0,8.0,6.0,1.0,11.0,42.0,25.0,,4.0,8.0,10.0,10.0,,,,01
611,2010.0,19.0,,18.0,1.0,1.0,117.0,54.0,35.0,8.0,7.0,2.0,10.0,44.0,29.0,,5.0,9.0,12.0,13.0,,,,01
611,2011.0,20.0,,18.0,1.0,2.0,118.0,54.0,33.0,8.0,7.0,2.0,13.0,45.0,34.0,,5.0,10.0,15.0,15.0,,,,01
611,2012.0,22.0,,17.0,1.0,2.0,112.0,47.0,36.0,8.0,9.0,2.0,16.0,44.0,36.0,,5.0,15.0,15.0,18.0,,,,01
638,2005.0,65.0,1.0,249.0,9.0,11.0,514.0,553.0,224.0,118.0,100.0,23.0,177.0,375.0,133.0,,35.0,47.0,54.0,150.0,,,,01
638,2006.0,64.0,1.0,248.0,8.0,11.0,549.0,570.0,228.0,119.0,110.0,22.0,180.0,408.0,141.0,,39.0,48.0,63.0,166.0,,,,01
638,2007.0,67.0,1.0,249.0,9.0,11.0,604.0,593.0,243.0,123.0,112.0,22.0,184.0,434.0,148.0,,39.0,55.0,70.0,188.0,,,,01
638,2008.0,66.0,1.0,251.0,10.0,11.0,642.0,608.0,248.0,120.0,118.0,23.0,182.0,466.0,166.0,,44.0,63.0,75.0,196.0,,,,01
638,2009.0,71.0,1.0,251.0,10.0,9.0,647.0,616.0,254.0,119.0,116.0,26.0,187.0,476.0,166.0,,50.0,66.0,79.0,200.0,,,,01
638,2010.0,72.0,1.0,246.0,10.0,9.0,661.0,635.0,249.0,125.0,115.0,25.0,194.0,495.0,167.0,,59.0,70.0,82.0,211.0,,,,01
638,2011.0,78.0,2.0,240.0,10.0,9.0,687.0,646.0,259.0,130.0,114.0,24.0,204.0,527.0,178.0,,63.0,82.0,82.0,231.0,,,,01
638,2012.0,79.0,2.0,237.0,10.0,8.0,703.0,623.0,259.0,138.0,121.0,24.0,215.0,554.0,186.0,,67.0,90.0,85.0,227.0,,,,01
614,2005.0,19.0,,22.0,1.0,6.0,27.0,38.0,36.0,10.0,,3.0,4.0,5.0,16.0,,,4.0,3.0,12.0,,,,19
614,2006.0,21.0,,25.0,1.0,7.0,25.0,34.0,36.0,10.0,1.0,3.0,4.0,5.0,16.0,,,4.0,3.0,12.0,,,,19
614,2007.0,20.0,,22.0,1.0,8.0,25.0,37.0,32.0,12.0,1.0,3.0,4.0,6.0,15.0,,,4.0,3.0,12.0,,,,19
614,2008.0,21.0,,20.0,1.0,8.0,27.0,35.0,32.0,16.0,1.0,3.0,4.0,8.0,15.0,,,3.0,3.0,13.0,,,,19
614,2009.0,22.0,,20.0,1.0,8.0,26.0,33.0,31.0,16.0,1.0,3.0,5.0,10.0,19.0,,,2.0,1.0,16.0,,,,19
614,2010.0,22.0,,20.0,1.0,8.0,26.0,32.0,29.0,16.0,2.0,3.0,5.0,11.0,18.0,,,2.0,1.0,17.0,,,,19
614,2011.0,22.0,,20.0,2.0,8.0,28.0,30.0,28.0,15.0,2.0,3.0,5.0,11.0,18.0,,,2.0,1.0,16.0,,,,19
614,2012.0,23.0,,21.0,2.0,8.0,27.0,33.0,28.0,15.0,2.0,4.0,6.0,10.0,18.0,,,1.0,3.0,16.0,,,,19
615,2005.0,47.0,11.0,33.0,2.0,9.0,56.0,78.0,63.0,27.0,7.0,3.0,25.0,12.0,21.0,,2.0,7.0,2.0,27.0,,,,17
615,2006.0,51.0,11.0,34.0,2.0,11.0,60.0,85.0,62.0,26.0,8.0,3.0,27.0,13.0,19.0,,1.0,10.0,2.0,25.0,,,,17
615,2007.0,52.0,9.0,30.0,2.0,11.0,64.0,81.0,61.0,30.0,8.0,3.0,28.0,15.0,23.0,,1.0,7.0,3.0,25.0,,,,17
615,2008.0,50.0,9.0,35.0,2.0,12.0,70.0,79.0,65.0,28.0,8.0,3.0,27.0,15.0,20.0,,1.0,8.0,2.0,24.0,,,,17
615,2009.0,54.0,8.0,35.0,2.0,11.0,70.0,71.0,62.0,30.0,8.0,3.0,26.0,14.0,20.0,,1.0,8.0,3.0,21.0,,,,17
615,2010.0,57.0,9.0,32.0,3.0,11.0,68.0,73.0,61.0,29.0,7.0,2.0,25.0,17.0,23.0,,2.0,11.0,1.0,22.0,,,,17
615,2011.0,58.0,9.0,30.0,3.0,12.0,66.0,74.0,61.0,32.0,7.0,2.0,26.0,16.0,24.0,,2.0,11.0,2.0,22.0,,,,17
615,2012.0,55.0,8.0,31.0,3.0,13.0,63.0,70.0,63.0,33.0,8.0,2.0,26.0,15.0,26.0,,2.0,9.0,3.0,23.0,,,,17
616,2005.0,16.0,1.0,11.0,,1.0,43.0,14.0,14.0,5.0,5.0,1.0,5.0,12.0,10.0,,,,,5.0,,,,01
616,2006.0,19.0,1.0,9.0,,1.0,44.0,16.0,15.0,6.0,3.0,1.0,5.0,13.0,10.0,,1.0,1.0,,5.0,,,,01
616,2007.0,16.0,1.0,8.0,,1.0,49.0,18.0,17.0,6.0,2.0,1.0,5.0,15.0,10.0,,1.0,3.0,2.0,6.0,,,,01
616,2008.0,16.0,1.0,8.0,,1.0,49.0,20.0,17.0,7.0,2.0,1.0,5.0,16.0,9.0,,1.0,3.0,2.0,7.0,,,,01
616,2009.0,15.0,1.0,7.0,,2.0,50.0,22.0,15.0,7.0,2.0,1.0,5.0,15.0,11.0,,1.0,2.0,1.0,7.0,,,,01
616,2010.0,15.0,1.0,7.0,,2.0,52.0,24.0,16.0,7.0,3.0,1.0,5.0,16.0,12.0,,2.0,2.0,2.0,8.0,,,,01
616,2011.0,16.0,1.0,7.0,,2.0,50.0,27.0,15.0,7.0,4.0,1.0,5.0,17.0,12.0,,2.0,2.0,2.0,8.0,,,,01
616,2012.0,16.0,1.0,6.0,,2.0,52.0,27.0,17.0,6.0,4.0,1.0,4.0,15.0,13.0,,1.0,3.0,2.0,7.0,,,,01
619,2005.0,27.0,2.0,32.0,,,46.0,45.0,22.0,7.0,1.0,1.0,6.0,9.0,17.0,,1.0,6.0,3.0,11.0,,,,06
619,2006.0,31.0,2.0,33.0,,,45.0,37.0,23.0,7.0,1.0,1.0,6.0,9.0,17.0,,1.0,5.0,3.0,10.0,,,,06
619,2007.0,35.0,2.0,32.0,,,46.0,38.0,22.0,6.0,1.0,1.0,6.0,10.0,17.0,,1.0,5.0,4.0,10.0,,,,06
619,2008.0,39.0,1.0,32.0,1.0,,50.0,37.0,22.0,7.0,1.0,1.0,7.0,10.0,18.0,,1.0,5.0,4.0,11.0,,,,06
